-700	0
-690	0
-680	0
-670	0
-660	0
-650	0
-640	0
-630	0
-620	0
-610	0
-600	0
-590	0
-580	0
-570	0
-560	0
-550	0
-540	0
-530	0
-520	0
-510	0
-500	0
-490	0
-480	0
-470	0
-460	0
-450	0
-440	0
-430	0
-420	0
-410	0
-400	0
-390	0
-380	0
-370	0
-360	0
-350	0
-340	0
-330	0
-320	0
-310	0
-300	0
-290	0
-280	0
-270	0
-260	0
-250	0
-240	0
-230	0
-220	0
-210	0
-200	0
-190	0
-180	0
-170	0
-160	0
-150	0
-140	0.015843466550481244
-130	0.0221801883009266
-120	0.041191468290007645
-110	0.06401746530055065
-100	0.12300711559261567
-90	0.2412816439432192
-80	0.4402425625193776
-70	0.7501720754557424
-60	1.212383879987332
-50	1.8813987049488463
-40	2.6700180653272017
-30	3.527193459977519
-20	4.723785646322958
-10	5.860916668638449
0	7.121117752260966
10	8.444507146473804
20	9.727905990797545
30	11.11821087060754
40	12.481561556910467
50	13.853509920873233
60	15.245693504239156
70	16.640076679393925
80	17.880200133722692
90	19.22999485145704
100	20.495006283080844
110	21.740230844746986
120	23.002720071648472
130	24.218535342385884
140	25.42448120269772
150	26.51104452665321
160	27.65908901466389
170	28.803833430181637
180	29.866172247260707
190	30.977302387999988
200	32.0055045167365
210	33.085732062450845
220	34.12269483982497
230	35.11606752845286
240	36.160132909677486
250	37.10795332923559
260	38.02294677837532
270	38.951916921211485
280	39.880975128470254
290	40.76282894032846
300	41.6366878472336
310	42.532704548350466
320	43.35941811225874
330	44.25071260173488
340	45.07200232370323
350	45.8977578815267
360	46.75018053847663
370	47.51042901794896
380	48.27308525356127
390	49.051642003716076
400	49.805178896059864
410	50.57040906278134
420	51.2741708970441
430	52.05133618347672
440	52.81453137891316
450	53.51530687784574
460	54.20030893101035
470	54.895312698584384
480	55.57537116261268
490	56.2532444058711
500	56.945475494720384
