-400	3.0360085620443114
-390	3.246109398463292
-380	3.496192507561923
-370	3.7412742780190933
-360	3.983855008684829
-350	4.263947610213667
-340	4.534041914304007
-330	4.831340636634907
-320	5.121612027385619
-310	5.439223077880784
-300	5.786840070471407
-290	6.09944801120858
-280	6.414554822455439
-270	6.78717707188552
-260	7.164800796655826
-250	7.5324185654461315
-240	7.937539218796093
-230	8.322641190181702
-220	8.671712988504465
-210	9.161855161146942
-200	9.559457537917327
-190	10.007065583424739
-180	10.467186202678256
-170	10.937320762749346
-160	11.39988628119581
-150	11.849962274036017
-140	12.335057057327983
-130	12.88265898081364
-120	13.395246360385038
-110	13.885336947905168
-100	14.417935671927001
-90	14.923027882357331
-80	15.525636954946748
-70	16.01322766620147
-60	16.63335744319991
-50	17.18590345335514
-40	17.713506610052292
-30	18.34862591783919
-20	18.99874750294496
-10	19.59135778323949
0	20.18897293751194
10	20.836602466568134
20	21.4067206025508
30	22.006868363370128
40	22.67212794811741
50	23.19188413579732
60	23.824533213057112
70	24.447108585557235
80	25.042170051687517
90	25.722270516595685
100	26.31735785529311
110	26.90745097097866
120	27.527576429188247
130	28.260218249299733
140	28.870310332706822
150	29.44791694432191
160	30.130543266697487
170	30.75066119672632
180	31.425783915529653
190	32.143419612514386
200	32.77352869060263
