-500	0.384
-490	0.426
-480	0.478
-470	0.544
-460	0.608
-450	0.676
-440	0.75
-430	0.82
-420	0.932
-410	1.02
-400	1.13
-390	1.236
-380	1.362
-370	1.494
-360	1.646
-350	1.798
-340	1.998
-330	2.158
-320	2.342
-310	2.536
-300	2.778
-290	3.036
-280	3.274
-270	3.558
-260	3.826
-250	4.098
-240	4.402
-230	4.728
-220	5.064
-210	5.466
-200	5.86
-190	6.17
-180	6.504
-170	6.902
-160	7.29
-150	7.758
-140	8.238
-130	8.674
-120	9.158
-110	9.676
-100	10.172
-90	10.64
-80	11.19
-70	11.708
-60	12.232
-50	12.774
-40	13.33
-30	13.928
-20	14.476
-10	15.06
0	15.644
10	16.27
20	16.898
30	17.502
40	18.114
50	18.76
60	19.414
70	20.014
80	20.662
90	21.318
100	21.98
110	22.59
120	23.248
130	23.914
140	24.626
150	25.256
160	25.89
170	26.532
180	27.22
190	27.828
200	28.492
