-500	0.02
-490	0.026
-480	0.034
-470	0.042
-460	0.056
-450	0.074
-440	0.086
-430	0.104
-420	0.116
-410	0.142
-400	0.176
-390	0.212
-380	0.252
-370	0.292
-360	0.332
-350	0.4
-340	0.48
-330	0.566
-320	0.646
-310	0.754
-300	0.874
-290	0.978
-280	1.118
-270	1.27
-260	1.432
-250	1.608
-240	1.8
-230	2.014
-220	2.26
-210	2.498
-200	2.794
-190	3.102
-180	3.402
-170	3.804
-160	4.17
-150	4.572
-140	4.956
-130	5.428
-120	5.86
-110	6.406
-100	6.906
-90	7.428
-80	7.966
-70	8.484
-60	9.056
-50	9.674
-40	10.338
-30	11.01
-20	11.68
-10	12.326
0	12.99
10	13.67
20	14.376
30	15.106
40	15.792
50	16.584
60	17.314
70	18.046
80	18.722
90	19.464
100	20.18
110	20.994
120	21.726
130	22.482
140	23.3
150	24.062
160	24.84
170	25.582
180	26.352
190	27.152
200	27.898
