0	2415
0.9909427829637117	2434
1.9818855659274235	2484
2.9728283488911353	2338
3.963771131854847	2438
4.954713914818559	2464
5.945656697782271	2354
6.936599480745982	2376
7.927542263709694	2411
8.918485046673405	2416
9.909427829637117	2459
10.90037061260083	2404
11.891313395564541	2451
12.882256178528253	2459
13.873198961491964	2420
14.864141744455676	2381
15.855084527419388	2495
16.8460273103831	2362
17.83697009334681	2378
18.827912876310524	2494
19.818855659274234	2438
20.80979844223795	2429
21.80074122520166	2375
22.79168400816537	2500
23.782626791129083	2396
24.773569574092793	2403
25.764512357056507	2416
26.755455140020217	2465
27.746397922983927	2471
28.73734070594764	2425
29.72828348891135	2401
30.719226271875065	2402
31.710169054838776	2381
